"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
26,1,28,2.6,-3.29812867900797
26,1,28,2.62,-4.5211906771682
26,1,28,2.64,-6.13819676690573
26,1,28,2.66,-7.38454008959076
26,1,28,2.68,-6.83706842620607
26,1,28,2.7,-5.1781102428953
26,1,28,2.72,-3.72255318806992
26,1,28,2.74,-2.72403724804564
26,1,28,2.76,-2.07116216112833
26,1,28,2.78,-1.64082932281698
26,1,28,2.8,-1.35024620257469
26,2,28,1.8,-0.194252075743342
26,2,28,1.82,-0.199876847834825
26,2,28,1.84,-0.205558681249383
26,2,28,1.86,-0.211329661182725
26,2,28,1.88,-0.217221779778318
26,2,28,1.9,-0.223267127657386
26,2,28,1.92,-0.229498138467566
26,2,28,1.94,-0.235947894432657
26,2,28,1.96,-0.242650503060805
26,2,28,1.98,-0.249641557985558
26,2,28,2,-0.256958700575046
26,2,28,2.02,-0.264642303724425
26,2,28,2.04,-0.272736305524951
26,2,28,2.06,-0.281289228805011
26,2,28,2.08,-0.290355433599836
26,2,28,2.1,-0.299996664464524
26,2,28,2.12,-0.310283974678942
26,2,28,2.14,-0.321300136930721
26,2,28,2.16,-0.333142688101901
26,2,28,2.18,-0.345927808884816
26,2,28,2.2,-0.359795313906479
26,2,28,2.22,-0.374915135101561
26,2,28,2.24,-0.391495835930612
26,2,28,2.26,-0.40979592104925
26,2,28,2.28,-0.430139043596302
26,2,28,2.3,-0.452934721918219
26,2,28,2.32,-0.4787069596008
26,2,28,2.34,-0.508134383673008
26,2,28,2.36,-0.54210745754762
26,2,28,2.38,-0.581811473892216
26,2,28,2.4,-0.628849244285443
26,2,28,2.42,-0.685426214968541
26,2,28,2.44,-0.754635965482029
26,2,28,2.46,-0.840910918442566
26,2,28,2.48,-0.950751389005253
26,2,28,2.5,-1.09393393461386
26,2,28,2.52,-1.28555892409375
26,2,28,2.54,-1.54957168558629
26,2,28,2.56,-1.92478426356981
26,2,28,2.58,-2.47453202348344
26,2,28,2.6,-3.29812867900797
26,2,28,2.62,-4.5211906771682
26,2,28,2.64,-6.13819676690573
26,2,28,2.66,-7.38454008959076
26,2,28,2.68,-6.83706842620607
26,2,28,2.7,-5.1781102428953
26,2,28,2.72,-3.72255318806992
26,2,28,2.74,-2.72403724804564
26,2,28,2.76,-2.07116216112833
26,2,28,2.78,-1.64082932281698
26,2,28,2.8,-1.35024620257469
26,3,28,1.8,-0.194252075743342
26,3,28,1.82,-0.199876847834825
26,3,28,1.84,-0.205558681249383
26,3,28,1.86,-0.211329661182725
26,3,28,1.88,-0.217221779778318
26,3,28,1.9,-0.223267127657386
26,3,28,1.92,-0.229498138467566
26,3,28,1.94,-0.235947894432657
26,3,28,1.96,-0.242650503060805
26,3,28,1.98,-0.249641557985558
26,3,28,2,-0.256958700575046
26,3,28,2.02,-0.264642303724425
26,3,28,2.04,-0.272736305524951
26,3,28,2.06,-0.281289228805011
26,3,28,2.08,-0.290355433599836
26,3,28,2.1,-0.299996664464524
26,3,28,2.12,-0.310283974678942
26,3,28,2.14,-0.321300136930721
26,3,28,2.16,-0.333142688101901
26,3,28,2.18,-0.345927808884816
26,3,28,2.2,-0.359795313906479
26,3,28,2.22,-0.374915135101561
26,3,28,2.24,-0.391495835930612
26,3,28,2.26,-0.40979592104925
26,3,28,2.28,-0.430139043596302
26,3,28,2.3,-0.452934721918219
26,3,28,2.32,-0.4787069596008
26,3,28,2.34,-0.508134383673008
26,3,28,2.36,-0.54210745754762
26,3,28,2.38,-0.581811473892216
26,3,28,2.4,-0.628849244285443
26,3,28,2.42,-0.685426214968541
26,3,28,2.44,-0.754635965482029
26,3,28,2.46,-0.840910918442566
26,3,28,2.48,-0.950751389005253
26,3,28,2.5,-1.09393393461386
26,3,28,2.52,-1.28555892409375
26,3,28,2.54,-1.54957168558629
26,3,28,2.56,-1.92478426356981
26,3,28,2.58,-2.47453202348344
26,3,28,2.6,-3.29812867900797
26,3,28,2.62,-4.5211906771682
26,3,28,2.64,-6.13819676690573
26,3,28,2.66,-7.38454008959076
26,3,28,2.68,-6.83706842620607
26,3,28,2.7,-5.1781102428953
26,3,28,2.72,-3.72255318806992
26,3,28,2.74,-2.72403724804564
26,3,28,2.76,-2.07116216112833
26,3,28,2.78,-1.64082932281698
26,3,28,2.8,-1.35024620257469
26,4,28,1.8,-0.194252075743342
26,4,28,1.82,-0.199876847834825
26,4,28,1.84,-0.205558681249383
26,4,28,1.86,-0.211329661182725
26,4,28,1.88,-0.217221779778318
26,4,28,1.9,-0.223267127657386
26,4,28,1.92,-0.229498138467566
26,4,28,1.94,-0.235947894432657
26,4,28,1.96,-0.242650503060805
26,4,28,1.98,-0.249641557985558
26,4,28,2,-0.256958700575046
26,4,28,2.02,-0.264642303724425
26,4,28,2.04,-0.272736305524951
26,4,28,2.06,-0.281289228805011
26,4,28,2.08,-0.290355433599836
26,4,28,2.1,-0.299996664464524
26,4,28,2.12,-0.310283974678942
26,4,28,2.14,-0.321300136930721
26,4,28,2.16,-0.333142688101901
26,4,28,2.18,-0.345927808884816
26,4,28,2.2,-0.359795313906479
26,4,28,2.22,-0.374915135101561
26,4,28,2.24,-0.391495835930612
26,4,28,2.26,-0.40979592104925
26,4,28,2.28,-0.430139043596302
26,4,28,2.3,-0.452934721918219
26,4,28,2.32,-0.4787069596008
26,4,28,2.34,-0.508134383673008
26,4,28,2.36,-0.54210745754762
26,4,28,2.38,-0.581811473892216
26,4,28,2.4,-0.628849244285443
26,4,28,2.42,-0.685426214968541
26,4,28,2.44,-0.754635965482029
26,4,28,2.46,-0.840910918442566
26,4,28,2.48,-0.950751389005253
26,4,28,2.5,-1.09393393461386
26,4,28,2.52,-1.28555892409375
26,4,28,2.54,-1.54957168558629
26,4,28,2.56,-1.92478426356981
26,4,28,2.58,-2.47453202348344
26,4,28,2.6,-3.29812867900797
26,4,28,2.62,-4.5211906771682
26,4,28,2.64,-6.13819676690573
26,4,28,2.66,-7.38454008959076
26,4,28,2.68,-6.83706842620607
26,4,28,2.7,-5.1781102428953
26,4,28,2.72,-3.72255318806992
26,4,28,2.74,-2.72403724804564
26,4,28,2.76,-2.07116216112833
26,4,28,2.78,-1.64082932281698
26,4,28,2.8,-1.35024620257469
26,5,28,1.8,-0.194252075743342
26,5,28,1.82,-0.199876847834825
26,5,28,1.84,-0.205558681249383
26,5,28,1.86,-0.211329661182725
26,5,28,1.88,-0.217221779778318
26,5,28,1.9,-0.223267127657386
26,5,28,1.92,-0.229498138467566
26,5,28,1.94,-0.235947894432657
26,5,28,1.96,-0.242650503060805
26,5,28,1.98,-0.249641557985558
26,5,28,2,-0.256958700575046
26,5,28,2.02,-0.264642303724425
26,5,28,2.04,-0.272736305524951
26,5,28,2.06,-0.281289228805011
26,5,28,2.08,-0.290355433599836
26,5,28,2.1,-0.299996664464524
26,5,28,2.12,-0.310283974678942
26,5,28,2.14,-0.321300136930721
26,5,28,2.16,-0.333142688101901
26,5,28,2.18,-0.345927808884816
26,5,28,2.2,-0.359795313906479
26,5,28,2.22,-0.374915135101561
26,5,28,2.24,-0.391495835930612
26,5,28,2.26,-0.40979592104925
26,5,28,2.28,-0.430139043596302
26,5,28,2.3,-0.452934721918219
26,5,28,2.32,-0.4787069596008
26,5,28,2.34,-0.508134383673008
26,5,28,2.36,-0.54210745754762
26,5,28,2.38,-0.581811473892216
26,5,28,2.4,-0.628849244285443
26,5,28,2.42,-0.685426214968541
26,5,28,2.44,-0.754635965482029
26,5,28,2.46,-0.840910918442566
26,5,28,2.48,-0.950751389005253
26,5,28,2.5,-1.09393393461386
26,5,28,2.52,-1.28555892409375
26,5,28,2.54,-1.54957168558629
26,5,28,2.56,-1.92478426356981
26,5,28,2.58,-2.47453202348344
26,5,28,2.6,-3.29812867900797
26,5,28,2.62,-4.5211906771682
26,5,28,2.64,-6.13819676690573
26,5,28,2.66,-7.38454008959076
26,5,28,2.68,-6.83706842620607
26,5,28,2.7,-5.1781102428953
26,5,28,2.72,-3.72255318806992
26,5,28,2.74,-2.72403724804564
26,5,28,2.76,-2.07116216112833
26,5,28,2.78,-1.64082932281698
26,5,28,2.8,-1.35024620257469
26.5,0,28,1.8,-0.202867410712006
26.5,0,28,1.82,-0.208846323320501
26.5,0,28,1.84,-0.214993698624903
26.5,0,28,1.86,-0.22133727531464
26.5,0,28,1.88,-0.227906155583455
26.5,0,28,1.9,-0.234731213396527
26.5,0,28,1.92,-0.241845575966506
26.5,0,28,1.94,-0.24928519588223
26.5,0,28,1.96,-0.257089535970127
26.5,0,28,1.98,-0.265302395035547
26.5,0,28,2,-0.273972910627129
26.5,0,28,2.02,-0.28315678558341
26.5,0,28,2.04,-0.292917799328234
26.5,0,28,2.06,-0.303329684055653
26.5,0,28,2.08,-0.314478472054332
26.5,0,28,2.1,-0.326465456313043
26.5,0,28,2.12,-0.339410956387624
26.5,0,28,2.14,-0.353459151459992
26.5,0,28,2.16,-0.368784341822256
26.5,0,28,2.18,-0.385599142711494
26.5,0,28,2.2,-0.404165322133331
26.5,0,28,2.22,-0.424808300878534
26.5,0,28,2.24,-0.447936792130531
26.5,0,28,2.26,-0.474069756812631
26.5,0,28,2.28,-0.503873932207655
26.5,0,28,2.3,-0.538216895408093
26.5,0,28,2.32,-0.578243360579232
26.5,0,28,2.34,-0.62548689770589
26.5,0,28,2.36,-0.682036782466195
26.5,0,28,2.38,-0.750792582241901
26.5,0,28,2.4,-0.835861714758147
26.5,0,28,2.42,-0.943195869938624
26.5,0,28,2.44,-1.08163679873471
26.5,0,28,2.46,-1.26468113742517
26.5,0,28,2.48,-1.51353424456217
26.5,0,28,2.5,-1.86249507429861
26.5,0,28,2.52,-2.36846070168051
26.5,0,28,2.54,-3.1268554480827
26.5,0,28,2.56,-4.29205508482393
26.5,0,28,2.58,-6.06109903870295
26.5,0,28,2.6,-8.32831917800701
26.5,0,28,2.62,-9.30842572101624
26.5,0,28,2.64,-7.51127571117126
26.5,0,28,2.66,-5.30734093105436
26.5,0,28,2.68,-3.75309091513203
26.5,0,28,2.7,-2.7533219346153
26.5,0,28,2.72,-2.10869497078522
26.5,0,28,2.74,-1.68223531453399
26.5,0,28,2.76,-1.39139457327028
26.5,0,28,2.78,-1.18717847059416
26.5,0,28,2.8,-1.04001618950313
26.5,1,28,1.8,-0.202867410712006
26.5,1,28,1.82,-0.208846323320501
26.5,1,28,1.84,-0.214993698624903
26.5,1,28,1.86,-0.22133727531464
26.5,1,28,1.88,-0.227906155583455
26.5,1,28,1.9,-0.234731213396527
26.5,1,28,1.92,-0.241845575966506
26.5,1,28,1.94,-0.24928519588223
26.5,1,28,1.96,-0.257089535970127
26.5,1,28,1.98,-0.265302395035547
26.5,1,28,2,-0.273972910627129
26.5,1,28,2.02,-0.28315678558341
26.5,1,28,2.04,-0.292917799328234
26.5,1,28,2.06,-0.303329684055653
26.5,1,28,2.08,-0.314478472054332
26.5,1,28,2.1,-0.326465456313043
26.5,1,28,2.12,-0.339410956387624
26.5,1,28,2.14,-0.353459151459992
26.5,1,28,2.16,-0.368784341822256
26.5,1,28,2.18,-0.385599142711494
26.5,1,28,2.2,-0.404165322133331
26.5,1,28,2.22,-0.424808300878534
26.5,1,28,2.24,-0.447936792130531
26.5,1,28,2.26,-0.474069756812631
26.5,1,28,2.28,-0.503873932207655
26.5,1,28,2.3,-0.538216895408093
26.5,1,28,2.32,-0.578243360579232
26.5,1,28,2.34,-0.62548689770589
26.5,1,28,2.36,-0.682036782466195
26.5,1,28,2.38,-0.750792582241901
26.5,1,28,2.4,-0.835861714758147
26.5,1,28,2.42,-0.943195869938624
26.5,1,28,2.44,-1.08163679873471
26.5,1,28,2.46,-1.26468113742517
26.5,1,28,2.48,-1.51353424456217
26.5,1,28,2.5,-1.86249507429861
26.5,1,28,2.52,-2.36846070168051
26.5,1,28,2.54,-3.1268554480827
26.5,1,28,2.56,-4.29205508482393
26.5,1,28,2.58,-6.06109903870295
26.5,1,28,2.6,-8.32831917800701
26.5,1,28,2.62,-9.30842572101624
26.5,1,28,2.64,-7.51127571117126
26.5,1,28,2.66,-5.30734093105436
26.5,1,28,2.68,-3.75309091513203
26.5,1,28,2.7,-2.7533219346153
26.5,1,28,2.72,-2.10869497078522
26.5,1,28,2.74,-1.68223531453399
26.5,1,28,2.76,-1.39139457327028
26.5,1,28,2.78,-1.18717847059416
26.5,1,28,2.8,-1.04001618950313
26.5,2,28,1.8,-0.202867410712006
26.5,2,28,1.82,-0.208846323320501
26.5,2,28,1.84,-0.214993698624903
26.5,2,28,1.86,-0.22133727531464
26.5,2,28,1.88,-0.227906155583455
26.5,2,28,1.9,-0.234731213396527
26.5,2,28,1.92,-0.241845575966506
26.5,2,28,1.94,-0.24928519588223
26.5,2,28,1.96,-0.257089535970127
26.5,2,28,1.98,-0.265302395035547
26.5,2,28,2,-0.273972910627129
26.5,2,28,2.02,-0.28315678558341
26.5,2,28,2.04,-0.292917799328234
26.5,2,28,2.06,-0.303329684055653
26.5,2,28,2.08,-0.314478472054332
26.5,2,28,2.1,-0.326465456313043
26.5,2,28,2.12,-0.339410956387624
26.5,2,28,2.14,-0.353459151459992
26.5,2,28,2.16,-0.368784341822256
26.5,2,28,2.18,-0.385599142711494
26.5,2,28,2.2,-0.404165322133331
26.5,2,28,2.22,-0.424808300878534
26.5,2,28,2.24,-0.447936792130531
26.5,2,28,2.26,-0.474069756812631
26.5,2,28,2.28,-0.503873932207655
26.5,2,28,2.3,-0.538216895408093
26.5,2,28,2.32,-0.578243360579232
26.5,2,28,2.34,-0.62548689770589
26.5,2,28,2.36,-0.682036782466195
26.5,2,28,2.38,-0.750792582241901
26.5,2,28,2.4,-0.835861714758147
26.5,2,28,2.42,-0.943195869938624
26.5,2,28,2.44,-1.08163679873471
26.5,2,28,2.46,-1.26468113742517
26.5,2,28,2.48,-1.51353424456217
26.5,2,28,2.5,-1.86249507429861
26.5,2,28,2.52,-2.36846070168051
26.5,2,28,2.54,-3.1268554480827
26.5,2,28,2.56,-4.29205508482393
26.5,2,28,2.58,-6.06109903870295
26.5,2,28,2.6,-8.32831917800701
26.5,2,28,2.62,-9.30842572101624
26.5,2,28,2.64,-7.51127571117126
26.5,2,28,2.66,-5.30734093105436
26.5,2,28,2.68,-3.75309091513203
26.5,2,28,2.7,-2.7533219346153
26.5,2,28,2.72,-2.10869497078522
26.5,2,28,2.74,-1.68223531453399
26.5,2,28,2.76,-1.39139457327028
26.5,2,28,2.78,-1.18717847059416
26.5,2,28,2.8,-1.04001618950313
26.5,3,28,1.8,-0.202867410712006
26.5,3,28,1.82,-0.208846323320501
26.5,3,28,1.84,-0.214993698624903
26.5,3,28,1.86,-0.22133727531464
26.5,3,28,1.88,-0.227906155583455
26.5,3,28,1.9,-0.234731213396527
26.5,3,28,1.92,-0.241845575966506
26.5,3,28,1.94,-0.24928519588223
26.5,3,28,1.96,-0.257089535970127
26.5,3,28,1.98,-0.265302395035547
26.5,3,28,2,-0.273972910627129
26.5,3,28,2.02,-0.28315678558341
26.5,3,28,2.04,-0.292917799328234
26.5,3,28,2.06,-0.303329684055653
26.5,3,28,2.08,-0.314478472054332
26.5,3,28,2.1,-0.326465456313043
26.5,3,28,2.12,-0.339410956387624
26.5,3,28,2.14,-0.353459151459992
26.5,3,28,2.16,-0.368784341822256
26.5,3,28,2.18,-0.385599142711494
26.5,3,28,2.2,-0.404165322133331
26.5,3,28,2.22,-0.424808300878534
26.5,3,28,2.24,-0.447936792130531
26.5,3,28,2.26,-0.474069756812631
26.5,3,28,2.28,-0.503873932207655
26.5,3,28,2.3,-0.538216895408093
26.5,3,28,2.32,-0.578243360579232
26.5,3,28,2.34,-0.62548689770589
26.5,3,28,2.36,-0.682036782466195
26.5,3,28,2.38,-0.750792582241901
26.5,3,28,2.4,-0.835861714758147
26.5,3,28,2.42,-0.943195869938624
26.5,3,28,2.44,-1.08163679873471
26.5,3,28,2.46,-1.26468113742517
26.5,3,28,2.48,-1.51353424456217
26.5,3,28,2.5,-1.86249507429861
26.5,3,28,2.52,-2.36846070168051
26.5,3,28,2.54,-3.1268554480827
26.5,3,28,2.56,-4.29205508482393
26.5,3,28,2.58,-6.06109903870295
26.5,3,28,2.6,-8.32831917800701
26.5,3,28,2.62,-9.30842572101624
26.5,3,28,2.64,-7.51127571117126
26.5,3,28,2.66,-5.30734093105436
26.5,3,28,2.68,-3.75309091513203
26.5,3,28,2.7,-2.7533219346153
26.5,3,28,2.72,-2.10869497078522
26.5,3,28,2.74,-1.68223531453399
26.5,3,28,2.76,-1.39139457327028
26.5,3,28,2.78,-1.18717847059416
26.5,3,28,2.8,-1.04001618950313
26.5,4,28,1.8,-0.202867410712006
26.5,4,28,1.82,-0.208846323320501
26.5,4,28,1.84,-0.214993698624903
26.5,4,28,1.86,-0.22133727531464
26.5,4,28,1.88,-0.227906155583455
26.5,4,28,1.9,-0.234731213396527
26.5,4,28,1.92,-0.241845575966506
26.5,4,28,1.94,-0.24928519588223
26.5,4,28,1.96,-0.257089535970127
26.5,4,28,1.98,-0.265302395035547
26.5,4,28,2,-0.273972910627129
26.5,4,28,2.02,-0.28315678558341
26.5,4,28,2.04,-0.292917799328234
26.5,4,28,2.06,-0.303329684055653
26.5,4,28,2.08,-0.314478472054332
26.5,4,28,2.1,-0.326465456313043
26.5,4,28,2.12,-0.339410956387624
26.5,4,28,2.14,-0.353459151459992
26.5,4,28,2.16,-0.368784341822256
26.5,4,28,2.18,-0.385599142711494
26.5,4,28,2.2,-0.404165322133331
26.5,4,28,2.22,-0.424808300878534
26.5,4,28,2.24,-0.447936792130531
26.5,4,28,2.26,-0.474069756812631
26.5,4,28,2.28,-0.503873932207655
26.5,4,28,2.3,-0.538216895408093
26.5,4,28,2.32,-0.578243360579232
26.5,4,28,2.34,-0.62548689770589
26.5,4,28,2.36,-0.682036782466195
26.5,4,28,2.38,-0.750792582241901
26.5,4,28,2.4,-0.835861714758147
26.5,4,28,2.42,-0.943195869938624
26.5,4,28,2.44,-1.08163679873471
26.5,4,28,2.46,-1.26468113742517
26.5,4,28,2.48,-1.51353424456217
26.5,4,28,2.5,-1.86249507429861
26.5,4,28,2.52,-2.36846070168051
26.5,4,28,2.54,-3.1268554480827
26.5,4,28,2.56,-4.29205508482393
26.5,4,28,2.58,-6.06109903870295
26.5,4,28,2.6,-8.32831917800701
26.5,4,28,2.62,-9.30842572101624
26.5,4,28,2.64,-7.51127571117126
26.5,4,28,2.66,-5.30734093105436
26.5,4,28,2.68,-3.75309091513203
26.5,4,28,2.7,-2.7533219346153
26.5,4,28,2.72,-2.10869497078522
26.5,4,28,2.74,-1.68223531453399
26.5,4,28,2.76,-1.39139457327028
26.5,4,28,2.78,-1.18717847059416
26.5,4,28,2.8,-1.04001618950313
26.5,5,28,1.8,-0.202867410712006
26.5,5,28,1.82,-0.208846323320501
26.5,5,28,1.84,-0.214993698624903
26.5,5,28,1.86,-0.22133727531464
26.5,5,28,1.88,-0.227906155583455
26.5,5,28,1.9,-0.234731213396527
26.5,5,28,1.92,-0.241845575966506
26.5,5,28,1.94,-0.24928519588223
26.5,5,28,1.96,-0.257089535970127
26.5,5,28,1.98,-0.265302395035547
26.5,5,28,2,-0.273972910627129
26.5,5,28,2.02,-0.28315678558341
26.5,5,28,2.04,-0.292917799328234
26.5,5,28,2.06,-0.303329684055653
26.5,5,28,2.08,-0.314478472054332
26.5,5,28,2.1,-0.326465456313043
26.5,5,28,2.12,-0.339410956387624
26.5,5,28,2.14,-0.353459151459992
26.5,5,28,2.16,-0.368784341822256
26.5,5,28,2.18,-0.385599142711494
26.5,5,28,2.2,-0.404165322133331
26.5,5,28,2.22,-0.424808300878534
26.5,5,28,2.24,-0.447936792130531
26.5,5,28,2.26,-0.474069756812631
26.5,5,28,2.28,-0.503873932207655
26.5,5,28,2.3,-0.538216895408093
26.5,5,28,2.32,-0.578243360579232
26.5,5,28,2.34,-0.62548689770589
26.5,5,28,2.36,-0.682036782466195
26.5,5,28,2.38,-0.750792582241901
26.5,5,28,2.4,-0.835861714758147
26.5,5,28,2.42,-0.943195869938624
26.5,5,28,2.44,-1.08163679873471
26.5,5,28,2.46,-1.26468113742517
26.5,5,28,2.48,-1.51353424456217
26.5,5,28,2.5,-1.86249507429861
26.5,5,28,2.52,-2.36846070168051
26.5,5,28,2.54,-3.1268554480827
26.5,5,28,2.56,-4.29205508482393
26.5,5,28,2.58,-6.06109903870295
26.5,5,28,2.6,-8.32831917800701
26.5,5,28,2.62,-9.30842572101624
26.5,5,28,2.64,-7.51127571117126
26.5,5,28,2.66,-5.30734093105436
26.5,5,28,2.68,-3.75309091513203
26.5,5,28,2.7,-2.7533219346153
26.5,5,28,2.72,-2.10869497078522
26.5,5,28,2.74,-1.68223531453399
26.5,5,28,2.76,-1.39139457327028
26.5,5,28,2.78,-1.18717847059416
26.5,5,28,2.8,-1.04001618950313
27,0,28,1.8,-0.201507009692838
27,0,28,1.82,-0.207531194989684
27,0,28,1.84,-0.213744747276589
27,0,28,1.86,-0.220177041567253
27,0,28,1.88,-0.226859590544174
27,0,28,1.9,-0.233826561603766
27,0,28,1.92,-0.241115394514863
27,0,28,1.94,-0.248767544446209
27,0,28,1.96,-0.256829382044767
27,0,28,1.98,-0.26535329140247
27,0,28,2,-0.274399018945866
27,0,28,2.02,-0.284035342664715
27,0,28,2.04,-0.294342153288344
27,0,28,2.06,-0.305413069362363
27,0,28,2.08,-0.317358750071812
27,0,28,2.1,-0.330311128098792
27,0,28,2.12,-0.344428867230701
27,0,28,2.14,-0.359904467064392
27,0,28,2.16,-0.376973607122071
27,0,28,2.18,-0.395927571591109
27,0,28,2.2,-0.417129965595867
27,0,28,2.22,-0.441039491457893
27,0,28,2.24,-0.468241408070421
27,0,28,2.26,-0.4994916297083
27,0,28,2.28,-0.535779539469914
27,0,28,2.3,-0.578419028104972
27,0,28,2.32,-0.629182959445546
27,0,28,2.34,-0.690505904658463
27,0,28,2.36,-0.765796714680672
27,0,28,2.38,-0.859932243289519
27,0,28,2.4,-0.980057734230361
27,0,28,2.42,-1.13692044120654
27,0,28,2.44,-1.34715483456213
27,0,28,2.46,-1.63730348934216
27,0,28,2.48,-2.05103588194095
27,0,28,2.5,-2.66213022928261
27,0,28,2.52,-3.59658660411655
27,0,28,2.54,-5.06039712024112
27,0,28,2.56,-7.2972233223513
27,0,28,2.58,-9.87402132869488
27,0,28,2.6,-9.7874806010911
27,0,28,2.62,-7.16993531263639
27,0,28,2.64,-4.95962712243956
27,0,28,2.66,-3.52567855756976
27,0,28,2.68,-2.61766996672536
27,0,28,2.7,-2.02993452326934
27,0,28,2.72,-1.63719266762402
27,0,28,2.74,-1.36622671306338
27,0,28,2.76,-1.17377769380748
27,0,28,2.78,-1.03360468211853
27,0,28,2.8,-0.92929704554532
27,1,28,1.8,-0.201507009692838
27,1,28,1.82,-0.207531194989684
27,1,28,1.84,-0.213744747276589
27,1,28,1.86,-0.220177041567253
27,1,28,1.88,-0.226859590544174
27,1,28,1.9,-0.233826561603766
27,1,28,1.92,-0.241115394514863
27,1,28,1.94,-0.248767544446209
27,1,28,1.96,-0.256829382044767
27,1,28,1.98,-0.26535329140247
27,1,28,2,-0.274399018945866
27,1,28,2.02,-0.284035342664715
27,1,28,2.04,-0.294342153288344
27,1,28,2.06,-0.305413069362363
27,1,28,2.08,-0.317358750071812
27,1,28,2.1,-0.330311128098792
27,1,28,2.12,-0.344428867230701
27,1,28,2.14,-0.359904467064392
27,1,28,2.16,-0.376973607122071
27,1,28,2.18,-0.395927571591109
27,1,28,2.2,-0.417129965595867
27,1,28,2.22,-0.441039491457893
27,1,28,2.24,-0.468241408070421
27,1,28,2.26,-0.4994916297083
27,1,28,2.28,-0.535779539469914
27,1,28,2.3,-0.578419028104972
27,1,28,2.32,-0.629182959445546
27,1,28,2.34,-0.690505904658463
27,1,28,2.36,-0.765796714680672
27,1,28,2.38,-0.859932243289519
27,1,28,2.4,-0.980057734230361
27,1,28,2.42,-1.13692044120654
27,1,28,2.44,-1.34715483456213
27,1,28,2.46,-1.63730348934216
27,1,28,2.48,-2.05103588194095
27,1,28,2.5,-2.66213022928261
27,1,28,2.52,-3.59658660411655
27,1,28,2.54,-5.06039712024112
27,1,28,2.56,-7.2972233223513
27,1,28,2.58,-9.87402132869488
27,1,28,2.6,-9.7874806010911
27,1,28,2.62,-7.16993531263639
27,1,28,2.64,-4.95962712243956
27,1,28,2.66,-3.52567855756976
27,1,28,2.68,-2.61766996672536
27,1,28,2.7,-2.02993452326934
27,1,28,2.72,-1.63719266762402
27,1,28,2.74,-1.36622671306338
27,1,28,2.76,-1.17377769380748
27,1,28,2.78,-1.03360468211853
27,1,28,2.8,-0.92929704554532
27,2,28,1.8,-0.201507009692838
27,2,28,1.82,-0.207531194989684
27,2,28,1.84,-0.213744747276589
27,2,28,1.86,-0.220177041567253
27,2,28,1.88,-0.226859590544174
27,2,28,1.9,-0.233826561603766
27,2,28,1.92,-0.241115394514863
27,2,28,1.94,-0.248767544446209
27,2,28,1.96,-0.256829382044767
27,2,28,1.98,-0.26535329140247
27,2,28,2,-0.274399018945866
27,2,28,2.02,-0.284035342664715
27,2,28,2.04,-0.294342153288344
27,2,28,2.06,-0.305413069362363
27,2,28,2.08,-0.317358750071812
27,2,28,2.1,-0.330311128098792
27,2,28,2.12,-0.344428867230701
27,2,28,2.14,-0.359904467064392
27,2,28,2.16,-0.376973607122071
27,2,28,2.18,-0.395927571591109
27,2,28,2.2,-0.417129965595867
27,2,28,2.22,-0.441039491457893
27,2,28,2.24,-0.468241408070421
27,2,28,2.26,-0.4994916297083
27,2,28,2.28,-0.535779539469914
27,2,28,2.3,-0.578419028104972
